StartDate,EndDate,Progress,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q134,Q138,Q140,Q85,Q224_1,Q224_2,Q224_3,Q227,Q252,Q253_1,Q253_2,Q253_3,Q230,Q256,Q257_1,Q257_2,Q257_3,Q231,Q260,Q261_1,Q261_2,Q261_3,Q232,Q268,Q269_1,Q269_2,Q269_3,Q228,Q272,Q273_1,Q273_2,Q273_3,Q235,Q276,Q277_1,Q277_2,Q277_3,Q236,Q280,Q281_1,Q281_2,Q281_3,Q237,Q292,Q293_1,Q293_2,Q293_3,Q229,Q296,Q297_1,Q297_2,Q297_3,Q239,Q300,Q301_1,Q301_2,Q301_3,Q240,Q304,Q305_1,Q305_2,Q305_3,Q241,Q178_1,Q178_2,Q178_3,Q178_4,Q178_5,Q242,RandomID
3/8/2021 4:35,3/8/2021 4:54,100,TRUE,3/8/2021 4:54,R_1dEvtfnMY8dYi1f,,,,,anonymous,EN,38,Male,Black or African American,Finding out whether tomatoes can grow in certain conditions.,Somewhat agree,Strongly agree,Strongly disagree,I am not sure but it seems right,Finding out about student discounts for a product.,Somewhat agree,Strongly agree,Neither agree nor disagree,I am not sure but it seems right,Looking to get products from supplier at better prices,Somewhat agree,Somewhat agree,Neither agree nor disagree,I am not sure but it seems right,Looking to purchase gene editing modules and finding about delivery and pricing.,Somewhat agree,Strongly agree,Strongly disagree,I am not sure but it seems right,A college graduation celebration.,Strongly agree,Strongly agree,Somewhat disagree,I sometimes invite people or receive invitations to parties,About extending a birthday celebration education.,Strongly agree,Strongly agree,Strongly disagree,I sometimes invite people or receive invitations to parties,Snowflake IPO and finding out whether the investor would attend/,Strongly agree,Strongly agree,Somewhat agree,I sometimes invite people or receive invitations to parties,Invitation to a first anniversary party,Strongly agree,Strongly agree,Somewhat disagree,I sometimes invite people or receive invitations to parties,Expressing condolences for a loss.,Strongly agree,Strongly agree,Strongly agree,I am a beginner pet owner,About expressing sympathy towards the death of the rabbit.,Strongly agree,Strongly agree,Strongly agree,I am a beginner pet owner,Providing comfort due to a loss of a cat.,Strongly agree,Strongly agree,Strongly agree,I am a beginner pet owner,Expressing sympathy towards loss of dog.,Somewhat agree,Somewhat agree,Somewhat agree,I am a beginner pet owner,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,The following email was written by [name] with the help of a smart autocomplete system,95324
3/8/2021 4:52,3/8/2021 5:14,100,TRUE,3/8/2021 5:14,R_UFRUQqwSanPEafn,,,,,anonymous,EN,39,Female,Asian,Growth of tomatoes,Neither agree nor disagree,Somewhat agree,Somewhat disagree,I am not sure,Discount on raspberry pi purchase,Neither agree nor disagree,Somewhat agree,Somewhat disagree,I am not sure but it seems right,"asking to supply them with stationery products


























",Somewhat agree,Somewhat agree,Neither agree nor disagree,I am not sure but it seems right,Inquiring about buying the Advanced kit,Somewhat agree,Somewhat agree,Neither agree nor disagree,I am not sure but it seems right,Party for celebrating college graduation,Somewhat agree,Somewhat agree,Somewhat disagree,I sometimes invite people or receive invitations to parties,Invitation to birthday party,Somewhat agree,Somewhat agree,Neither agree nor disagree,I sometimes invite people or receive invitations to parties,Invitation to fundraiser completion party for an announcement,Strongly agree,Somewhat agree,Neither agree nor disagree,I sometimes invite people or receive invitations to parties,invitation to attend the anniversary party and confirm availability on next Friday  ,Somewhat agree,Somewhat agree,Neither agree nor disagree,I sometimes invite people or receive invitations to parties,Inquiring about the spot dieing,Somewhat agree,Somewhat agree,Strongly agree,I am a beginner pet owner,Feeling sorry for the death of rabbit,Strongly agree,Somewhat agree,Somewhat agree,I help look after pet(s) occasionaly,Death of cat,Strongly agree,Somewhat agree,Somewhat agree,I help look after pet(s) occasionaly,Death of dog,Strongly agree,Somewhat agree,Neither agree nor disagree,I help look after pet(s) occasionaly,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,The following email was written by [name] with the help of a smart autocomplete system,67428
3/8/2021 5:09,3/8/2021 5:27,100,TRUE,3/8/2021 5:27,R_2afPEq1tKK1Ff7R,,,,,anonymous,EN,66,Male,White,Growing tomatoes in an apartment during winter ,Somewhat agree,Somewhat agree,Somewhat disagree,I am not sure,Purchasing Raspberry Pi computes at a discount for a student project. ,Strongly agree,Somewhat agree,Somewhat disagree,I know this is true,Purchasing office supplies in bulk from a new supplier ,Strongly agree,Somewhat agree,Somewhat disagree,I know this is true,"Ordering a gene editing module with all components and details regarding said order in regard to time of delivery, billing, refunds ",Strongly agree,Strongly agree,Strongly disagree,I know this is true,Invitation to a graduation party with a rainforest theme. ,Strongly agree,Strongly agree,Strongly disagree,I never invite people or receive invitations to parties,Invitation to a friend to a weekend birthday party ,Strongly agree,Strongly agree,Strongly disagree,I never invite people or receive invitations to parties,Invitation to a shareholder to a fundraising event at a office. ,Strongly agree,Somewhat agree,Somewhat disagree,I never invite people or receive invitations to parties,Invitation to parents to come to an anniversary party on a boat. ,Strongly agree,Strongly agree,Somewhat disagree,I never invite people or receive invitations to parties,"Expressing condolences on the loss of a pet, most likely a dog. ",Strongly agree,Strongly agree,Strongly agree,I am a long time pet owner,Expressing grief over the death of a rabbit. ,Strongly agree,Strongly agree,Strongly agree,I am a long time pet owner,Sending condolences regarding the loss of a pet cat. ,Somewhat agree,Strongly agree,Strongly agree,I am a long time pet owner,Sending condolences on the loss of a dog ,Strongly agree,Strongly agree,Strongly agree,I am a long time pet owner,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,The following email was written by [name] with the help of a smart autocomplete system,28257
3/8/2021 5:22,3/8/2021 5:41,100,TRUE,3/8/2021 5:41,R_1cYtXgwQmwhTc9u,,,,,anonymous,EN,42,Male,White,To see if you can grow tomatoes in your house in the winter time.,Somewhat agree,Somewhat agree,Strongly disagree,I know this is wrong,To see if students get a discount on raspberry pies.,Somewhat agree,Strongly disagree,Strongly disagree,I am not sure,Seeing if you want to buy products from the supplier.,Somewhat agree,Somewhat agree,Somewhat disagree,I am not sure but it seems wrong,A kit to deliver items.,Strongly disagree,Strongly disagree,Neither agree nor disagree,I know this is wrong,To invite you to a college graduation party next month.,Somewhat agree,Strongly agree,Strongly agree,I rarely invite people or receive invitations to parties,To see if your friend can make it to your birthday party.,Strongly agree,Strongly agree,Strongly agree,I sometimes invite people or receive invitations to parties,They want to buy a Snowflake IPO.,Somewhat agree,Strongly agree,Strongly agree,I rarely invite people or receive invitations to parties,Invitation to your parents on a boat for your anniversary.,Strongly agree,Somewhat agree,Strongly agree,I rarely invite people or receive invitations to parties,"Someone has lost their pet, Spot. They liked Spot and will remember them.",Somewhat agree,Strongly agree,Strongly agree,I help look after pet(s) occasionaly,Someone's rabbit died and you really liked the rabbit.,Strongly agree,Somewhat agree,Strongly agree,I do not have a pet but often encounter one,Their friend's cat had died.,Somewhat agree,Strongly agree,Strongly agree,I do not have a pet but often encounter one,Someone's dog passed away and that you are there for them.,Strongly agree,Strongly agree,Somewhat agree,I do not have a pet but often encounter one,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat disagree,The following email was written by [name] with the help of a smart autocomplete system,85657
3/8/2021 10:49,3/8/2021 11:02,100,TRUE,3/8/2021 11:02,R_2veP1H0nSCcowke,,,,,anonymous,EN,30,Male,White,Someone is requesting information about indoor gardening from some sort of information site.,Neither agree nor disagree,Strongly agree,Somewhat disagree,I am not sure but it seems right,A student wants to know if they can get a discount on some technology devices they need for a class,Somewhat agree,Somewhat agree,Somewhat disagree,I am not sure but it seems right,"A company is looking for a new place to buy bulk paper from and they want a sample, plus an invoice.",Neither agree nor disagree,Strongly agree,Somewhat disagree,I am not sure but it seems right,A prospective buyer saw my intricate product featured in a Netflix show and wants to get the particulars before a possible purchase.,Somewhat disagree,Strongly agree,Neither agree nor disagree,I am not sure,A friend is graduating college and throwing a party. This is an invitation to their themed party.,Strongly agree,Strongly agree,Strongly disagree,I sometimes invite people or receive invitations to parties,Someone is inviting their friend and her brother to a birthday party.,Somewhat agree,Neither agree nor disagree,Somewhat agree,I sometimes invite people or receive invitations to parties,Someone is making a business inquiry about a networking event for startup investors.,Strongly agree,Strongly agree,Neither agree nor disagree,I sometimes invite people or receive invitations to parties,This person is inviting their parents to a potential anniversary party where the time depends on the availability of the recipient.,Strongly agree,Somewhat agree,Somewhat disagree,I sometimes invite people or receive invitations to parties,Someone is consoling their friend about the loss of their dog Spot.,Strongly agree,Strongly agree,Strongly agree,I am a long time pet owner,Someone is consoling their friend about the loss of a pet rabbit who appears to be named Rabbit.,Strongly agree,Strongly agree,Strongly agree,I am a long time pet owner,Someone is consoling their friend about the death of their cat Fluffy.,Somewhat agree,Somewhat agree,Somewhat agree,I am a long time pet owner,Someone is consoling their friend about the death of their dog,Strongly agree,Strongly agree,Strongly agree,I am a long time pet owner,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,The following email was written by [name] with the help of a smart autocomplete system,59193
3/8/2021 10:49,3/8/2021 11:03,100,TRUE,3/8/2021 11:03,R_1GCRjvp75PF7ULo,,,,,anonymous,EN,29,Other,White,An inquiry into growing tomatoes indoors in the winter,Neither agree nor disagree,Somewhat agree,Strongly disagree,I am not sure but it seems right,An inquiry into student discounts for raspberry pis,Somewhat agree,Somewhat agree,Somewhat disagree,I know this is true,It's a question about bulk pricing and deals as well as a sample invoice to give an idea of what products they wish to purchse.,Somewhat agree,Somewhat agree,Somewhat disagree,I am not sure but it seems right,An inquiry into the time period for shipment of a kit for gene editing,Somewhat disagree,Somewhat agree,Somewhat agree,I know this is true,An invitation for a party celebrating a college graduation,Strongly agree,Strongly agree,Somewhat disagree,I sometimes invite people or receive invitations to parties,An invitation for me and my brother to come to a birthday party,Strongly agree,Strongly agree,Somewhat agree,I rarely invite people or receive invitations to parties,An invitation to a fundraiser party to celebrate with investors,Somewhat agree,Strongly agree,Somewhat agree,I often invite people or receive invitations to parties,An invitation from my child to their anniversary party,Strongly agree,Strongly agree,Strongly disagree,I sometimes invite people or receive invitations to parties,"Condolences for a dead pet, perhaps a dog but could also be a cat who could play ball as many do",Strongly agree,Strongly agree,Strongly agree,I am a long time pet owner,"Condolences on the loss of a pet rabbit, though that's kinda weird since rabbits can't eat carrots well so this is fairly incorrect to buy carrots for a rabbit",Somewhat disagree,Somewhat disagree,Somewhat agree,I am a long time pet owner,Condolences for a dead cat named Fluffy.,Strongly agree,Strongly agree,Strongly agree,I am a long time pet owner,Condolences for a dead dog.,Strongly agree,Somewhat agree,Somewhat agree,I am a long time pet owner,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly disagree,The following email was written by [name] with the help of a smart autocomplete system,18894
3/8/2021 10:56,3/8/2021 11:06,100,TRUE,3/8/2021 11:06,R_1Op2tqwFglJktDb,,,,,anonymous,EN,40,Female,Black or African American,Its asking the advise about how to grow tomatoes inside.,Somewhat agree,Somewhat agree,Somewhat disagree,I am not sure but it seems right,A student is inquiring about student discounts for a potential purchase,Neither agree nor disagree,Somewhat agree,Somewhat disagree,I am not sure but it seems right,A manager is attempting to start a relationship with a new supplier.,Somewhat agree,Somewhat agree,Somewhat disagree,I am not sure but it seems right,It's an email questioning the details of a potential purchase from a website.,Somewhat agree,Strongly agree,Somewhat disagree,I am not sure but it seems right,It is an invitation to a graduation party with a theme.,Strongly agree,Strongly agree,Somewhat disagree,I rarely invite people or receive invitations to parties,It's an invitation to a birthday party to an acquaintance,Somewhat agree,Strongly agree,Somewhat disagree,I rarely invite people or receive invitations to parties,It's an invitation to a party to celebrate an investment opportunity/fundraiser completion.,Somewhat agree,Strongly agree,Somewhat agree,I rarely invite people or receive invitations to parties,A son is inviting his parents to a party with his wife and other friends on a boat.,Strongly agree,Strongly agree,Strongly disagree,I rarely invite people or receive invitations to parties,It is offering comfort about the death of a pet.,Strongly agree,Somewhat agree,Somewhat agree,I do not have a pet but often encounter one,It's a sympathy email about the loss of a pet rabbit.,Somewhat agree,Strongly agree,Strongly agree,I do not have a pet but often encounter one,It's a sympathy email about the death of a pet.,Strongly agree,Somewhat agree,Somewhat agree,I do not have a pet but often encounter one,It's a sympathy email about the death of a dog.,Strongly agree,Strongly agree,Strongly agree,I do not have a pet but often encounter one,Strongly disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,The following email was written by [name] with the help of a smart autocomplete system,54501
3/8/2021 10:50,3/8/2021 11:06,100,TRUE,3/8/2021 11:06,R_1Ic7PLLDVQk97ZO,,,,,anonymous,EN,48,Female,White,Drew is asking my advice about growing tomatoes in his apartment.,Neither agree nor disagree,Somewhat agree,Strongly disagree,I am not sure but it seems right,A student is looking for a discount on computer products.,Somewhat agree,Somewhat agree,Somewhat disagree,I am not sure but it seems right,An employee of Velocity Inc is looking for a discount on stationary products.,Somewhat agree,Somewhat agree,Somewhat disagree,I know this is true,Kyle is asking questions about a science kit he's interested in buying.,Somewhat agree,Strongly agree,Strongly disagree,I am not sure but it seems right,Sage is inviting me to a party at their home for their graduation.,Strongly agree,Strongly agree,Strongly disagree,I sometimes invite people or receive invitations to parties,bailey is inviting me and my brother to her birthday party.,Strongly agree,Strongly agree,Strongly disagree,I sometimes invite people or receive invitations to parties,Arden is emailing me to ask if I was able to buy in to a company's stock when it was offered for purchase.,Strongly agree,Strongly agree,Somewhat disagree,I sometimes invite people or receive invitations to parties,Rory is emailing to invite her parents to their boat for a party.,Strongly agree,Strongly agree,Strongly disagree,I sometimes invite people or receive invitations to parties,Quinn is emailing to tell me how sorry they are that my dog died.,Strongly agree,Strongly agree,Strongly agree,I am a long time pet owner,Dave is sending me an email to help me feel better after the death of my pet rabbit.,Strongly agree,Strongly agree,Strongly agree,I am a long time pet owner,John is sending his condolences about the death of my pet cat.,Strongly agree,Strongly agree,Strongly agree,I am a long time pet owner,Jon is emailing me condolences over the loss of my dog.,Strongly agree,Strongly agree,Strongly agree,I am a long time pet owner,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,The following email was written by [name] with the help of a smart autocomplete system,36072
3/8/2021 10:59,3/8/2021 11:09,100,TRUE,3/8/2021 11:09,R_2WUy0GpB4aZY3Ol,,,,,anonymous,EN,28,Male,White,Growing tomatoes indoors.,Somewhat agree,Strongly agree,Somewhat disagree,I am not sure but it seems right,A student is looking to buy raspberry pis for a school project.,Somewhat agree,Somewhat agree,Somewhat disagree,I am not sure but it seems right,A branch manager is contacting a supplier for bulk pricing.,Somewhat agree,Somewhat agree,Somewhat agree,I am not sure but it seems right,A hobbyist is interesting in a kit after seeing a documentary about it.,Somewhat agree,Somewhat agree,Somewhat disagree,I am not sure,A man is inviting someone to a beach party.,Strongly agree,Strongly agree,Somewhat disagree,I sometimes invite people or receive invitations to parties,A woman is inviting another woman and her brother to a birthday party.,Strongly agree,Strongly agree,Somewhat disagree,I sometimes invite people or receive invitations to parties,A man is inviting an investor to a fundraiser party.,Strongly agree,Somewhat agree,Somewhat agree,I sometimes invite people or receive invitations to parties,A man is inviting his mother to a family party.,Strongly agree,Strongly agree,Somewhat agree,I sometimes invite people or receive invitations to parties,Someone is reaching out to a man who lost their dog.,Strongly agree,Strongly agree,Strongly agree,I am a long time pet owner,A man is consoling a woman after the loss of her rabbit.,Somewhat agree,Somewhat agree,Somewhat agree,I am a long time pet owner,A man is reaching out to a woman after the death of her cat.,Strongly agree,Strongly agree,Strongly agree,I am a long time pet owner,A man is consoling a woman after the loss of her dog.,Strongly agree,Strongly agree,Strongly agree,I am a long time pet owner,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,The following email was written by [name] with the help of a smart autocomplete system,26971
3/8/2021 11:01,3/8/2021 11:11,100,TRUE,3/8/2021 11:11,R_3QRaLcdPXhmIYoW,,,,,anonymous,EN,30,Male,White,Information about growing tomatoes in an apartment during winter.,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,I am not sure but it seems right,If I had any student discounts on Raspberry Pis,Somewhat agree,Neither agree nor disagree,Strongly disagree,I am not sure but it seems right,About bulk pricing that I could offer them for stationery products.,Somewhat agree,Somewhat agree,Somewhat disagree,I know this is true,Delivery pricing / time.,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I am not sure but it seems right,About a small get together for the celebration of graduating college.,Strongly agree,Strongly agree,Somewhat disagree,I rarely invite people or receive invitations to parties,An invitation to a birthday party.,Strongly agree,Strongly agree,Somewhat disagree,I sometimes invite people or receive invitations to parties,It is about a buy in for an IPO as well as an invitation to a fundraiser completion party.,Strongly agree,Strongly agree,Strongly disagree,I rarely invite people or receive invitations to parties,About inviting me to an anniversary party.,Strongly agree,Strongly agree,Strongly disagree,I sometimes invite people or receive invitations to parties,It was about sharing condolences over a lost pet.,Strongly agree,Somewhat agree,Somewhat agree,I help look after pet(s) occasionaly,The loss of my rabbit.,Somewhat agree,Somewhat agree,Somewhat agree,I help look after pet(s) occasionaly,It was about the loss of my cat.,Somewhat agree,Somewhat agree,Somewhat agree,I help look after pet(s) occasionaly,Sending condolences for my dog dying.,Strongly agree,Strongly agree,Somewhat agree,I help look after pet(s) occasionaly,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,The following email was written by [name] with the help of a smart autocomplete system,45548
3/8/2021 11:02,3/8/2021 11:12,100,TRUE,3/8/2021 11:12,R_1dKSZ7zAwb7H6Gm,,,,,anonymous,EN,51,Female,White,Drew is inquiring from a company about what he would need to grow tomatoes inside an apartment.,Somewhat agree,Strongly agree,Strongly disagree,I am not sure but it seems right,Charlie is inquiring with a company to see if they offer student discounts.,Somewhat agree,Strongly agree,Strongly disagree,I am not sure but it seems right,London is inquiring about bulk pricing in order to find a new supplier for stationery products.,Neither agree nor disagree,Strongly agree,Strongly disagree,I am not sure but it seems right,"They are trying to find out estimated delivery times and when they will be charged for the order. Also, the cancellation policy.",Strongly agree,Strongly agree,Strongly disagree,I know this is true,Sage is sending an invitation to a graduation party to Alex.,Strongly agree,Strongly agree,Strongly disagree,I rarely invite people or receive invitations to parties,Bailey is sending an invitation to a birthday party to Jules.,Strongly agree,Strongly agree,Strongly disagree,I rarely invite people or receive invitations to parties,Arden is asking Riley if he was able to buy into an IPO and also inviting him to a fundraising party.,Strongly agree,Strongly agree,Strongly disagree,I rarely invite people or receive invitations to parties,It was an invitation to an anniversary party.,Strongly agree,Strongly agree,Strongly disagree,I rarely invite people or receive invitations to parties,Dave is sending his condolences to Elliott for his loss.,Strongly agree,Strongly agree,Strongly agree,I am a long time pet owner,Dave is sending his condolences to Maddie for the loss of her pet.,Strongly agree,Strongly agree,Strongly agree,I am a long time pet owner,John is sending his condolences to Angie about the loss of her cat.,Strongly agree,Strongly agree,Strongly agree,I am a long time pet owner,Jon is sending Maddie his condolences for the loss of her dog.,Strongly agree,Strongly agree,Strongly agree,I am a long time pet owner,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,The following email was written by [name] with the help of a smart autocomplete system,28442
3/8/2021 11:04,3/8/2021 11:14,100,TRUE,3/8/2021 11:14,R_1I79cgs2Is30G5F,,,,,anonymous,EN,36,Female,White,tomtoes,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I am not sure,Inquiry about a student discount,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I am not sure,bulk pricing,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I am not sure,I don't know.,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I am not sure but it seems wrong,A party invitation,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I sometimes invite people or receive invitations to parties,Invitation to birthday party,Strongly agree,Strongly agree,Strongly disagree,I sometimes invite people or receive invitations to parties,I don' know.,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I sometimes invite people or receive invitations to parties,An RSVP for an anniversay party,Strongly agree,Strongly agree,Strongly disagree,I sometimes invite people or receive invitations to parties,Condoclances for a dead pet.,Somewhat agree,Somewhat agree,Somewhat agree,I am a long time pet owner,A dead rabbit.,Neither agree nor disagree,Somewhat agree,Somewhat agree,I am a long time pet owner,dead cat,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I am a long time pet owner,A dead pet,Strongly disagree,Somewhat agree,Somewhat agree,I am a long time pet owner,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,The following email was written by [name] with the help of a smart autocomplete system,59386
3/8/2021 10:58,3/8/2021 11:18,100,TRUE,3/8/2021 11:18,R_BJwSbS78DBxysAF,,,,,anonymous,EN,38,Female,White,Growing tomatoes indoors during the winter.,Somewhat agree,Strongly agree,Neither agree nor disagree,I am not sure but it seems right,A student looking for discounts on technology for a project,Somewhat agree,Somewhat agree,Somewhat disagree,I am not sure,A company is looking for bulk office supply discounts. ,Somewhat agree,Somewhat agree,Strongly disagree,I am not sure,A person wants to do bio research in his free time. ,Neither agree nor disagree,Somewhat agree,Strongly disagree,I am not sure,A rain forest themed graduation party. ,Strongly agree,Strongly agree,Strongly disagree,I never invite people or receive invitations to parties,A birthday party. ,Strongly agree,Strongly agree,Somewhat disagree,I never invite people or receive invitations to parties,A party for meeting the fundraising goal. ,Strongly agree,Strongly agree,Neither agree nor disagree,I never invite people or receive invitations to parties,An anniversary party on a boat. ,Strongly agree,Strongly agree,Somewhat disagree,I never invite people or receive invitations to parties,Elliott's dog died. ,Somewhat agree,Somewhat agree,Somewhat agree,I am a long time pet owner,A pet bunny that died. ,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,I am a long time pet owner,Someone's pet cat died. ,Somewhat agree,Somewhat agree,Somewhat agree,I am a long time pet owner,A family dog that died. ,Somewhat agree,Somewhat agree,Somewhat agree,I am a long time pet owner,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,The following email was written by [name] with the help of a smart autocomplete system,49392
3/8/2021 10:59,3/8/2021 11:19,100,TRUE,3/8/2021 11:19,R_3iFoxX76NJkvzdt,,,,,anonymous,EN,32,Male,White,Inquiring about the feasibility of growing tomatoes inside during the winter and which kind would be best for this.,Neither agree nor disagree,Strongly agree,Strongly disagree,I am not sure,Charlie is looking to buy Raspberry Pis for a research project and was wondering if he could get any type of discounts.,Somewhat agree,Somewhat agree,Neither agree nor disagree,I am not sure but it seems right,The branch manager is writing to inquiring about supply and to get more information from the vendor about their products and pricing options.,Neither agree nor disagree,Somewhat agree,Strongly disagree,I am not sure,Kyle is looking to explore the CRISPR Cas9 gene editing modules. He came across the company on a netflix documentary and is looking to get more information relative to pricing options and bulk orders.,Strongly agree,Somewhat agree,Somewhat disagree,I know this is true,Sage is letting Alex know that she is graduating college and would like for him to come to the party.,Strongly agree,Strongly agree,Strongly disagree,I rarely invite people or receive invitations to parties,Bailey is writing to see how her friend Jules is doing. She wants to make plans to hang out together.,Strongly agree,Strongly agree,Strongly disagree,I rarely invite people or receive invitations to parties,Arden is inquiring if Riley was able to get buys in the Snowflake IPO. Excited to hear more information and want to get a fundraiser party going for the early investors.,Strongly agree,Strongly agree,Strongly disagree,I rarely invite people or receive invitations to parties,Catherine and Rory are throwing an anniversary party and want to invite his parents. There will be dinner on the boat and sailing. Checking for best availability times.,Strongly agree,Strongly agree,Somewhat disagree,I rarely invite people or receive invitations to parties,Quinn is writing to let Elliott know that she is offering comfort for their pet spot dying.,Strongly agree,Strongly agree,Strongly agree,I am a long time pet owner,Dave is writing Maddie to let her know that he is sorry to hear about the death of her rabbit. Telling that he will always cherish the memories.,Strongly agree,Strongly agree,Strongly agree,I am a long time pet owner,John is writing Angie about the death of her cat and offering condolences.,Strongly agree,Strongly agree,Strongly agree,I am a long time pet owner,Jon is writing Maddie to let her know that he is sorry about the loss of her dog.,Strongly agree,Strongly agree,Strongly agree,I am a long time pet owner,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,The following email was written by [name] with the help of a smart autocomplete system,64994
3/8/2021 11:03,3/8/2021 11:20,100,TRUE,3/8/2021 11:20,R_1mgBN2HM0BeyNEb,,,,,anonymous,EN,46,Female,White,Drew is looking to get information about growing tomatos inside of his apartment in the winter.,Somewhat agree,Strongly agree,Strongly disagree,I know this is true,They are looking for a discount on Raspberry Pis for a class project.,Somewhat agree,Neither agree nor disagree,Somewhat agree,I am not sure,It was about exploring alternative suppliers for stationery products because the current vendor is shutting down.,Somewhat agree,Somewhat agree,Somewhat disagree,I am not sure but it seems right,A customer is looking to buy a gene editing kit and would like to know the details of ordering from the amount to how long it would take to arrive.,Strongly agree,Somewhat agree,Strongly agree,I am not sure but it seems wrong,It is an invitation to a beachhouse party where the host doesn't want anyone to bring gifts.,Strongly agree,Strongly agree,Somewhat disagree,I sometimes invite people or receive invitations to parties,It is a friend inviting another to her birthday party and asking if he would bring his brother too,Strongly agree,Strongly agree,Strongly disagree,I sometimes invite people or receive invitations to parties,Arden is inviting an investor to their office rooftop party to discuss an investment.,Somewhat agree,Somewhat agree,Strongly agree,I sometimes invite people or receive invitations to parties,Rory is inviting his mom to his first wedding anniversary party and trying to set up a good time that will work.,Strongly agree,Strongly agree,Strongly disagree,I sometimes invite people or receive invitations to parties,Quinn is letting a good friend know he is sorry for the loss of his pet and to let him know he will share pictures they all took together.,Strongly agree,Strongly agree,Strongly agree,I am a long time pet owner,It is an email to a friend who has just lost their beloved pet rabbit. He is sharing memories and letting them know that he had already sent carrots to them before he found out.,Strongly agree,Strongly agree,Strongly agree,I am a long time pet owner,It is about a friend comforting another after their cat Fluffy died.,Strongly agree,Strongly agree,Strongly agree,I am a long time pet owner,It is about a friend who is comforting another over the loss of her dog. ,Strongly agree,Strongly agree,Strongly agree,I am a long time pet owner,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,The following email was written by [name] with the help of a smart autocomplete system,30861
